Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost
1405,Toyota,Glanza,2016,Diesel,Automatic,2050000.0,22.7,1800,4,7500.0
1406,Maruti Suzuki,Dzire,2021,CNG,Automatic,490000.0,19.5,2000,7,7700.0
1407,Toyota,Innova,2024,Electric,Automatic,2980000.0,24.4,1800,4,7400.0
1408,Honda,Jazz,2017,Electric,Automatic,1270000.0,28.3,1800,5,16500.0
1409,Hyundai,Venue,2020,Diesel,Manual,1980000.0,24.0,1500,6,16100.0
1410,Toyota,Innova,2015,Electric,Automatic,2110000.0,23.7,1800,5,19400.0
1411,Honda,Civic,2023,Electric,Manual,2980000.0,21.9,2500,4,21800.0
1412,Skoda,Slavia,2016,Petrol,Automatic,960000.0,27.2,2500,6,18400.0
1413,Tata Motors,Tiago,2016,CNG,Manual,2870000.0,20.3,1500,6,8700.0
1414,Skoda,Rapid,2017,Petrol,Manual,1620000.0,27.4,800,6,8000.0
1415,Honda,Jazz,2015,Electric,Manual,2920000.0,14.7,1000,6,12400.0
1416,Kia,Seltos,2022,Electric,Manual,1530000.0,19.0,2000,7,15500.0
1417,Hyundai,Verna,2024,Electric,Automatic,450000.0,24.4,2500,6,10100.0
1418,Tata Motors,Nexon,2018,Electric,Automatic,1050000.0,28.4,1000,7,7500.0
1419,Tata Motors,Nexon,2016,Diesel,Manual,1220000.0,29.2,1500,6,18700.0
1420,Honda,Jazz,2017,Petrol,Automatic,840000.0,10.9,2000,5,11600.0
1421,Hyundai,Verna,2016,Electric,Manual,2810000.0,19.3,800,5,24700.0
1422,Hyundai,Creta,2024,Electric,Automatic,490000.0,29.8,1200,7,7800.0
1423,Toyota,Innova,2021,CNG,Automatic,3320000.0,27.0,2000,6,18600.0
1424,Skoda,Octavia,2017,Electric,Manual,2520000.0,29.4,2000,5,8900.0
1425,Honda,Amaze,2016,Electric,Automatic,3050000.0,26.2,1800,5,11300.0
1426,Toyota,Camry,2022,Petrol,Manual,2670000.0,16.1,800,5,20800.0
1427,Kia,EV6,2020,CNG,Automatic,3050000.0,22.6,2000,7,22500.0
1428,Tata Motors,Harrier,2018,Diesel,Automatic,3010000.0,15.5,800,6,20400.0
1429,Honda,City,2024,CNG,Manual,2400000.0,10.4,1800,4,14200.0
1430,Mahindra,XUV700,2022,CNG,Automatic,1860000.0,20.9,2500,6,12700.0
1431,Maruti Suzuki,Ertiga,2020,Petrol,Manual,1150000.0,29.6,1000,4,21300.0
1432,Toyota,Innova,2022,CNG,Automatic,1960000.0,17.4,800,6,18000.0
1433,Kia,Carnival,2022,Electric,Manual,2950000.0,24.1,1200,4,6300.0
1434,Kia,EV6,2020,Petrol,Manual,3230000.0,29.3,1800,4,5300.0
1435,Renault,Lodgy,2021,Diesel,Manual,2310000.0,18.2,800,7,12700.0
1436,Renault,Duster,2016,Diesel,Manual,430000.0,17.5,1200,7,24300.0
1437,Mahindra,XUV300,2019,Petrol,Manual,830000.0,14.0,1200,6,10100.0
1438,Skoda,Octavia,2023,Petrol,Automatic,1830000.0,28.2,1500,7,13700.0
1439,Skoda,Superb,2021,CNG,Manual,2100000.0,14.1,1500,6,9200.0
1440,Toyota,Innova,2021,Diesel,Automatic,830000.0,13.3,800,6,14100.0
1441,Skoda,Kushaq,2023,Diesel,Automatic,2580000.0,18.6,1200,4,15500.0
1442,Mahindra,XUV700,2023,CNG,Automatic,1790000.0,27.6,2500,5,15000.0
1443,Mahindra,Bolero,2015,Electric,Automatic,750000.0,24.1,1000,6,24700.0
1444,Tata Motors,Nexon,2020,CNG,Manual,3090000.0,21.4,1500,4,7100.0
1445,Renault,Duster,2018,Petrol,Automatic,2400000.0,28.8,1500,6,25000.0
1446,Skoda,Kushaq,2017,CNG,Automatic,920000.0,18.0,1800,4,7300.0
1447,Honda,Amaze,2024,CNG,Manual,1450000.0,14.9,2000,5,17100.0
1448,Mahindra,Bolero,2022,Electric,Automatic,1710000.0,17.8,1500,6,24800.0
1449,Tata Motors,Harrier,2023,Petrol,Manual,3220000.0,16.6,1800,6,21000.0
1450,Tata Motors,Punch,2020,CNG,Manual,3020000.0,17.7,1000,4,15700.0
1451,Volkswagen,Virtus,2022,Electric,Manual,1680000.0,17.7,1200,6,20400.0
1452,Skoda,Rapid,2021,Electric,Automatic,2740000.0,22.0,1000,6,18600.0
1453,Mahindra,Thar,2020,Diesel,Manual,1700000.0,21.8,1800,6,9000.0
1454,Tata Motors,Harrier,2024,Diesel,Automatic,2640000.0,20.8,1000,7,14700.0
1455,Volkswagen,Virtus,2021,Electric,Automatic,1010000.0,10.7,2000,5,18400.0
1456,Mahindra,XUV300,2023,Petrol,Manual,1020000.0,14.9,800,4,8900.0
1457,Hyundai,i20,2017,Diesel,Automatic,1910000.0,12.7,800,6,6100.0
1458,Hyundai,i20,2019,CNG,Automatic,3180000.0,17.4,800,7,19400.0
1459,Mahindra,Thar,2023,Diesel,Manual,1680000.0,10.4,1200,4,14900.0
1460,Tata Motors,Punch,2024,Diesel,Manual,450000.0,23.0,1200,6,6300.0
1461,Toyota,Glanza,2019,CNG,Automatic,2510000.0,28.2,1800,7,22500.0
1462,Volkswagen,Vento,2017,Electric,Automatic,3050000.0,10.3,800,7,22500.0
1463,Toyota,Camry,2022,Petrol,Automatic,2980000.0,21.0,1800,4,18400.0
1464,Tata Motors,Altroz,2018,CNG,Manual,1500000.0,22.2,2500,7,10000.0
1465,Kia,Carnival,2020,Petrol,Manual,1720000.0,21.9,800,6,19800.0
1466,Kia,Sonet,2016,CNG,Automatic,1800000.0,24.7,1200,6,20900.0
1467,Kia,Carens,2020,CNG,Automatic,2950000.0,25.9,1000,4,20100.0
1468,Maruti Suzuki,Ertiga,2021,CNG,Automatic,1510000.0,24.1,2000,5,14600.0
1469,Volkswagen,Virtus,2020,CNG,Manual,1130000.0,13.6,800,4,24900.0
1470,Tata Motors,Tiago,2017,Diesel,Manual,3310000.0,13.4,800,4,22600.0
1471,Maruti Suzuki,Dzire,2021,Petrol,Manual,1390000.0,24.8,2500,6,23900.0
1472,Hyundai,i10,2019,Diesel,Automatic,1470000.0,20.4,1200,4,23700.0
1473,Skoda,Kushaq,2023,Diesel,Automatic,2260000.0,29.4,1200,5,6700.0
1474,Hyundai,Verna,2020,Petrol,Manual,760000.0,14.3,1200,7,10700.0
1475,Kia,EV6,2019,Diesel,Manual,840000.0,29.8,2000,5,13300.0
1476,Mahindra,Thar,2017,CNG,Automatic,2940000.0,14.9,1500,4,11300.0
1477,Toyota,Innova,2020,CNG,Automatic,1650000.0,19.4,1500,6,16000.0
1478,Tata Motors,Punch,2024,CNG,Manual,1010000.0,10.4,2000,6,24900.0
1479,Tata Motors,Harrier,2017,Diesel,Automatic,2640000.0,21.0,1800,5,20600.0
1480,Honda,City,2016,Petrol,Manual,2750000.0,25.9,2000,6,7600.0
1481,Renault,Kwid,2020,CNG,Manual,1860000.0,26.0,800,6,8000.0
1482,Skoda,Rapid,2017,Petrol,Manual,1640000.0,21.5,2000,7,17500.0
1483,Volkswagen,Polo,2017,CNG,Automatic,1440000.0,12.9,1200,4,5400.0
1484,Skoda,Rapid,2021,Electric,Manual,2220000.0,14.1,2000,6,20200.0
1485,Renault,Triber,2024,Petrol,Automatic,2730000.0,12.3,1500,4,14400.0
1486,Mahindra,XUV300,2023,Diesel,Manual,580000.0,16.6,2000,7,20900.0
1487,Maruti Suzuki,Baleno,2022,CNG,Automatic,450000.0,11.2,2000,4,23700.0
1488,Skoda,Octavia,2015,Petrol,Manual,2460000.0,13.4,800,7,14300.0
1489,Volkswagen,Taigun,2015,CNG,Manual,2000000.0,29.8,2500,4,18200.0
1490,Mahindra,XUV700,2015,Petrol,Manual,1760000.0,13.0,1200,5,14300.0
1491,Tata Motors,Harrier,2021,CNG,Manual,500000.0,17.9,2000,4,17800.0
1492,Kia,Carnival,2019,Diesel,Manual,3320000.0,21.3,1800,4,14700.0
1493,Tata Motors,Altroz,2022,Petrol,Automatic,1170000.0,21.1,1200,7,8500.0
1494,Maruti Suzuki,Baleno,2017,Diesel,Manual,2060000.0,13.6,1800,5,17700.0
1495,Honda,Civic,2015,CNG,Manual,3470000.0,29.4,2000,6,11500.0
1496,Maruti Suzuki,Swift,2021,Petrol,Automatic,700000.0,21.1,1000,5,22700.0
1497,Tata Motors,Nexon,2023,CNG,Automatic,3180000.0,10.6,2000,5,9200.0
1498,Hyundai,Creta,2015,CNG,Manual,1910000.0,10.1,2500,6,7500.0
1499,Mahindra,XUV700,2018,Petrol,Manual,720000.0,28.8,1000,6,23800.0
1500,Toyota,Innova,2022,CNG,Automatic,1200000.0,23.9,1800,6,24900.0
1501,Honda,City,2023,Diesel,Manual,980000.0,22.7,1500,4,16600.0
1502,Maruti Suzuki,Baleno,2016,Electric,Automatic,1810000.0,24.6,1500,6,24100.0
1503,Toyota,Fortuner,2017,Electric,Automatic,3150000.0,20.7,2500,7,11900.0
1504,Kia,EV6,2020,Petrol,Automatic,400000.0,26.4,2500,4,13300.0
1505,Volkswagen,Virtus,2015,Diesel,Manual,1410000.0,22.1,1000,4,12700.0
1506,Toyota,Urban Cruiser,2018,CNG,Automatic,2100000.0,14.5,1000,5,15400.0
1507,Honda,WR-V,2017,Diesel,Automatic,3390000.0,13.9,1500,6,20100.0
1508,Renault,Kwid,2021,Electric,Manual,1720000.0,15.7,1800,4,7800.0
1509,Skoda,Slavia,2020,Petrol,Manual,410000.0,24.3,2000,7,6100.0
1510,Renault,Kiger,2019,CNG,Manual,420000.0,16.2,1500,6,7600.0
1511,Honda,Civic,2022,CNG,Automatic,880000.0,24.3,1800,5,24200.0
1512,Tata Motors,Nexon,2022,Petrol,Automatic,1720000.0,21.8,1800,5,14700.0
1513,Renault,Lodgy,2019,Diesel,Automatic,2790000.0,14.3,2500,7,23000.0
1514,Toyota,Urban Cruiser,2019,Electric,Automatic,2640000.0,21.8,800,4,23300.0
1515,Maruti Suzuki,WagonR,2019,Petrol,Manual,890000.0,16.7,1800,6,16500.0
1516,Tata Motors,Nexon,2019,Diesel,Automatic,2630000.0,14.4,2500,4,12700.0
1517,Honda,Amaze,2022,Diesel,Automatic,1170000.0,22.5,2000,6,15600.0
1518,Volkswagen,Taigun,2022,Petrol,Automatic,3440000.0,20.4,2000,6,19000.0
1519,Maruti Suzuki,WagonR,2023,Diesel,Automatic,2720000.0,16.8,2000,7,16900.0
1520,Toyota,Fortuner,2020,Diesel,Manual,1530000.0,19.1,1000,5,16100.0
1521,Hyundai,i20,2024,Diesel,Automatic,720000.0,16.7,1800,5,6400.0
1522,Maruti Suzuki,Dzire,2024,CNG,Automatic,1420000.0,29.5,2000,6,12200.0
1523,Volkswagen,Polo,2016,Electric,Manual,2310000.0,15.9,800,5,6400.0
1524,Tata Motors,Harrier,2023,Petrol,Automatic,1250000.0,29.4,1200,6,21400.0
1525,Skoda,Superb,2015,Petrol,Manual,1410000.0,25.3,2000,7,20600.0
1526,Honda,City,2019,Electric,Manual,3250000.0,15.5,1200,5,9000.0
1527,Hyundai,Creta,2015,Diesel,Manual,2850000.0,11.6,1500,5,11000.0
1528,Tata Motors,Nexon,2016,Diesel,Manual,3250000.0,20.3,1800,5,20400.0
1529,Tata Motors,Nexon,2023,CNG,Manual,550000.0,27.3,1800,5,18000.0
1530,Hyundai,Venue,2023,Electric,Manual,1230000.0,23.8,2000,5,23200.0
1531,Maruti Suzuki,Baleno,2017,Petrol,Automatic,790000.0,18.7,1000,6,22000.0
1532,Volkswagen,Virtus,2018,Diesel,Automatic,780000.0,13.3,1800,6,9200.0
1533,Volkswagen,Taigun,2024,Petrol,Manual,1460000.0,21.6,800,4,10300.0
1534,Hyundai,Creta,2015,Petrol,Manual,2200000.0,22.1,2000,5,10000.0
1535,Tata Motors,Tiago,2021,Petrol,Automatic,1510000.0,24.1,800,6,11100.0
1536,Toyota,Camry,2023,Diesel,Manual,2090000.0,11.2,2500,6,23600.0
1537,Honda,WR-V,2019,CNG,Manual,2360000.0,13.8,2000,5,13200.0
1538,Hyundai,i10,2021,Diesel,Manual,2260000.0,24.7,2000,5,13700.0
1539,Renault,Duster,2017,Petrol,Manual,3320000.0,29.2,2000,6,5600.0
1540,Kia,EV6,2017,Electric,Manual,2920000.0,25.3,1200,4,18600.0
1541,Renault,Duster,2017,Electric,Manual,2480000.0,24.3,2000,5,12500.0
1542,Mahindra,Bolero,2024,Electric,Manual,1380000.0,13.9,1200,7,12700.0
1543,Skoda,Octavia,2023,Electric,Automatic,1640000.0,11.0,2000,5,14100.0
1544,Renault,Triber,2016,Electric,Automatic,2450000.0,13.4,1500,4,21200.0
1545,Toyota,Innova,2015,CNG,Automatic,2120000.0,11.5,800,7,21100.0
1546,Skoda,Slavia,2017,Petrol,Automatic,2410000.0,25.9,2000,6,20700.0
1547,Renault,Kiger,2023,Electric,Automatic,1320000.0,23.3,1200,5,15100.0
1548,Mahindra,XUV700,2022,Petrol,Manual,2160000.0,25.0,2500,5,24600.0
1549,Hyundai,i20,2024,Petrol,Manual,2950000.0,13.1,1500,7,17800.0
1550,Hyundai,Creta,2015,Diesel,Manual,1700000.0,22.5,1000,7,24300.0
1551,Maruti Suzuki,Swift,2017,Diesel,Manual,1890000.0,16.8,1200,4,19200.0
1552,Honda,WR-V,2024,Petrol,Manual,1240000.0,11.2,2000,5,16000.0
1553,Tata Motors,Tiago,2021,Diesel,Automatic,1730000.0,25.1,1200,4,21500.0
1554,Skoda,Octavia,2019,Petrol,Manual,1530000.0,11.1,2000,7,13600.0
1555,Hyundai,Verna,2021,Electric,Automatic,2650000.0,24.6,1800,4,10400.0
1556,Renault,Triber,2018,Electric,Manual,820000.0,25.3,2500,4,21200.0
1557,Maruti Suzuki,Dzire,2022,Diesel,Manual,2650000.0,15.4,800,4,8000.0
1558,Maruti Suzuki,Swift,2015,CNG,Automatic,2160000.0,10.6,800,6,14200.0
1559,Kia,Seltos,2017,Diesel,Manual,2820000.0,11.2,1800,6,23000.0
1560,Kia,Sonet,2018,CNG,Manual,3220000.0,10.0,1500,6,19600.0
1561,Hyundai,Verna,2022,Diesel,Manual,1060000.0,23.7,1000,6,6300.0
1562,Skoda,Superb,2024,CNG,Manual,1680000.0,24.9,1200,7,11100.0
1563,Hyundai,i10,2015,CNG,Manual,3310000.0,21.1,1500,6,5500.0
1564,Hyundai,i10,2017,CNG,Manual,2590000.0,20.0,1200,4,12400.0
1565,Honda,City,2024,Electric,Manual,1090000.0,16.5,1000,4,19500.0
1566,Kia,EV6,2017,Diesel,Manual,2150000.0,19.6,2000,4,24500.0
1567,Mahindra,XUV300,2021,CNG,Automatic,2030000.0,14.4,1500,4,8100.0
1568,Skoda,Superb,2022,Electric,Manual,1860000.0,12.3,2500,6,20600.0
1569,Volkswagen,Tiguan,2018,Petrol,Manual,2680000.0,22.2,1200,6,16600.0
1570,Kia,Sonet,2023,Electric,Manual,2680000.0,26.3,2500,5,13500.0
1571,Honda,WR-V,2023,Electric,Automatic,2290000.0,12.4,1000,7,14200.0
1572,Tata Motors,Punch,2020,Electric,Automatic,810000.0,28.5,1200,7,9600.0
1573,Toyota,Glanza,2021,Electric,Automatic,1720000.0,16.7,1200,4,17400.0
1574,Renault,Lodgy,2020,Diesel,Manual,870000.0,18.7,1000,4,17800.0
1575,Mahindra,XUV300,2020,CNG,Automatic,2440000.0,27.6,1500,4,10000.0
1576,Mahindra,Bolero,2015,Petrol,Automatic,1970000.0,17.4,1000,5,16600.0
1577,Mahindra,Scorpio,2016,Petrol,Automatic,2840000.0,20.6,2500,7,23600.0
1578,Volkswagen,Taigun,2017,Diesel,Manual,1750000.0,16.9,1200,5,19600.0
1579,Toyota,Glanza,2017,CNG,Manual,1960000.0,11.6,1000,7,6700.0
1580,Tata Motors,Tiago,2016,Diesel,Automatic,1740000.0,22.6,2500,5,6300.0
1581,Renault,Kiger,2015,CNG,Automatic,640000.0,10.9,1200,6,13800.0
1582,Volkswagen,Taigun,2023,Petrol,Manual,1930000.0,29.1,1500,5,19700.0
1583,Maruti Suzuki,Dzire,2023,Diesel,Automatic,3440000.0,23.8,1000,4,22500.0
1584,Mahindra,XUV300,2024,Petrol,Automatic,900000.0,13.9,1200,5,9800.0
1585,Maruti Suzuki,Baleno,2018,CNG,Automatic,2440000.0,15.1,2500,5,18800.0
1586,Toyota,Fortuner,2018,Petrol,Automatic,3490000.0,16.4,1000,5,17700.0
1587,Tata Motors,Harrier,2024,Petrol,Automatic,2270000.0,11.6,800,5,15000.0
1588,Volkswagen,Polo,2018,CNG,Automatic,3150000.0,24.6,2000,7,22000.0
1589,Skoda,Superb,2017,Electric,Manual,2110000.0,12.6,1200,5,20000.0
1590,Toyota,Camry,2020,Electric,Automatic,1670000.0,21.7,1800,7,7800.0
1591,Skoda,Rapid,2022,Diesel,Automatic,670000.0,19.1,1500,7,5400.0
1592,Skoda,Superb,2015,Diesel,Manual,560000.0,22.9,1500,6,16100.0
1593,Tata Motors,Altroz,2024,CNG,Manual,1690000.0,18.1,1200,5,12000.0
1594,Maruti Suzuki,Dzire,2017,CNG,Automatic,1200000.0,14.3,2000,7,10500.0
1595,Skoda,Rapid,2017,Petrol,Automatic,1630000.0,22.6,2500,4,5400.0
1596,Mahindra,XUV700,2020,Petrol,Manual,2410000.0,10.4,1500,5,17200.0
1597,Kia,Carens,2022,Petrol,Manual,2590000.0,25.0,1000,5,16700.0
1598,Maruti Suzuki,Ertiga,2019,Petrol,Manual,1940000.0,18.2,1500,7,20800.0
1599,Skoda,Rapid,2020,Diesel,Automatic,1850000.0,18.2,1000,6,15200.0
1600,Mahindra,Thar,2021,Electric,Manual,2400000.0,23.0,2000,7,5300.0
1601,Maruti Suzuki,WagonR,2024,Petrol,Manual,980000.0,14.4,800,5,11500.0
1602,Kia,EV6,2015,Electric,Manual,1160000.0,29.6,800,7,14800.0
1603,Tata Motors,Harrier,2023,CNG,Automatic,970000.0,27.0,2000,6,20800.0
1604,Toyota,Camry,2018,Electric,Automatic,2260000.0,23.5,800,4,18400.0
1605,Kia,Carens,2017,CNG,Automatic,770000.0,18.6,2500,6,15300.0
1606,Maruti Suzuki,Swift,2022,CNG,Automatic,550000.0,22.3,1200,7,8800.0
1607,Skoda,Octavia,2021,CNG,Manual,3100000.0,12.8,1800,4,12300.0
1608,Kia,Carnival,2024,Petrol,Automatic,2550000.0,24.8,1500,7,7700.0
1609,Skoda,Rapid,2015,Diesel,Automatic,1980000.0,11.9,2500,7,10600.0
1610,Honda,Civic,2015,Diesel,Automatic,2670000.0,21.8,2000,7,14600.0
1611,Skoda,Kushaq,2018,CNG,Manual,1210000.0,21.4,1000,7,21200.0
1612,Mahindra,Scorpio,2024,Diesel,Automatic,3000000.0,19.5,800,5,20500.0
1613,Skoda,Octavia,2023,Petrol,Manual,2050000.0,16.9,2500,4,9900.0
1614,Mahindra,XUV700,2021,CNG,Automatic,3100000.0,29.7,1200,5,21700.0
1615,Mahindra,XUV300,2024,Diesel,Automatic,3000000.0,12.6,800,7,5900.0
1616,Hyundai,i10,2015,Electric,Manual,1500000.0,28.7,2500,7,10700.0
1617,Skoda,Kushaq,2021,Diesel,Manual,2490000.0,18.7,2000,7,10500.0
1618,Kia,Carnival,2016,Diesel,Manual,3040000.0,12.6,2500,7,12000.0
1619,Mahindra,Thar,2023,CNG,Manual,1160000.0,25.9,800,7,13000.0
1620,Mahindra,Scorpio,2020,Diesel,Automatic,740000.0,26.9,1200,7,23600.0
1621,Hyundai,Verna,2017,CNG,Manual,1400000.0,19.3,1500,6,24100.0
1622,Hyundai,i10,2022,Electric,Automatic,3290000.0,17.1,800,7,6900.0
1623,Kia,Sonet,2023,CNG,Manual,2980000.0,28.1,1500,6,20400.0
1624,Mahindra,Scorpio,2018,Petrol,Automatic,3020000.0,29.3,2000,7,6600.0
1625,Skoda,Superb,2021,Petrol,Manual,2710000.0,29.0,1000,5,15900.0
1626,Maruti Suzuki,Dzire,2021,CNG,Manual,2710000.0,25.6,2500,6,22200.0
1627,Skoda,Octavia,2018,Electric,Automatic,1900000.0,26.4,1000,7,18800.0
1628,Toyota,Fortuner,2024,Diesel,Manual,1750000.0,28.7,1500,5,15600.0
1629,Toyota,Glanza,2023,CNG,Automatic,600000.0,21.1,2000,6,15300.0
1630,Tata Motors,Punch,2015,Electric,Manual,1970000.0,23.1,2000,7,23500.0
1631,Honda,Amaze,2017,CNG,Automatic,3270000.0,29.1,800,4,16700.0
1632,Maruti Suzuki,WagonR,2018,Petrol,Automatic,3400000.0,25.7,2000,5,8500.0
1633,Skoda,Kushaq,2020,CNG,Manual,1730000.0,18.3,800,4,22300.0
1634,Renault,Duster,2016,Electric,Automatic,2410000.0,17.6,800,6,21100.0
1635,Mahindra,Scorpio,2016,Diesel,Automatic,1080000.0,27.6,1500,4,15200.0
1636,Hyundai,i10,2022,Petrol,Manual,1680000.0,17.0,2000,6,23400.0
1637,Volkswagen,Taigun,2024,CNG,Manual,2860000.0,29.7,2500,6,19400.0
1638,Kia,Carnival,2020,Diesel,Automatic,2190000.0,22.9,1000,6,16600.0
1639,Hyundai,i10,2023,CNG,Manual,1720000.0,28.9,2000,6,18000.0
1640,Toyota,Glanza,2015,Petrol,Automatic,3120000.0,15.3,1000,7,15500.0
1641,Hyundai,Verna,2020,CNG,Manual,1500000.0,16.4,1000,4,10100.0
1642,Honda,Civic,2023,Petrol,Automatic,1030000.0,21.9,800,5,17100.0
1643,Tata Motors,Harrier,2017,CNG,Automatic,3280000.0,19.1,2500,5,22400.0
1644,Tata Motors,Punch,2024,Electric,Automatic,2300000.0,14.1,1800,7,11400.0
1645,Hyundai,i10,2024,Petrol,Automatic,1340000.0,13.6,2500,6,7800.0
1646,Skoda,Rapid,2023,Electric,Automatic,2070000.0,15.3,2500,4,6400.0
1647,Mahindra,Scorpio,2022,CNG,Manual,3250000.0,14.2,2000,4,20500.0
1648,Skoda,Rapid,2018,Diesel,Automatic,1040000.0,24.4,2000,7,5400.0
1649,Toyota,Urban Cruiser,2024,Electric,Automatic,460000.0,14.5,1800,7,14400.0
1650,Skoda,Rapid,2018,Petrol,Automatic,2020000.0,10.5,2000,7,21700.0
1651,Skoda,Rapid,2024,Diesel,Manual,920000.0,22.7,1800,6,23800.0
1652,Maruti Suzuki,WagonR,2019,Petrol,Manual,1940000.0,21.9,1800,7,21600.0
1653,Maruti Suzuki,Dzire,2022,Electric,Automatic,780000.0,15.6,1200,5,11500.0
1654,Toyota,Fortuner,2015,Petrol,Manual,2020000.0,11.4,1000,7,14400.0
1655,Mahindra,XUV700,2018,Petrol,Automatic,2300000.0,23.8,1500,5,7900.0
1656,Maruti Suzuki,Baleno,2020,Electric,Manual,2320000.0,16.0,1800,4,15900.0
1657,Skoda,Octavia,2022,Electric,Automatic,520000.0,28.3,1200,5,22100.0
1658,Kia,Sonet,2024,Diesel,Automatic,3350000.0,14.9,1000,5,18400.0
1659,Skoda,Superb,2021,Diesel,Manual,2480000.0,29.3,1800,6,12500.0
1660,Kia,Carens,2020,Diesel,Automatic,820000.0,20.5,2000,6,9900.0
1661,Toyota,Fortuner,2021,Electric,Manual,450000.0,28.3,800,5,6600.0
1662,Mahindra,Bolero,2015,Petrol,Automatic,2460000.0,24.4,2000,5,16300.0
1663,Skoda,Rapid,2023,CNG,Automatic,1740000.0,12.3,1500,4,16800.0
1664,Skoda,Rapid,2022,Diesel,Automatic,1580000.0,20.3,1000,7,23500.0
1665,Tata Motors,Altroz,2019,Electric,Manual,860000.0,27.3,1500,4,21200.0
1666,Skoda,Superb,2018,Electric,Automatic,930000.0,17.2,2000,5,22300.0
1667,Mahindra,Thar,2021,Petrol,Manual,3090000.0,10.9,1500,7,24000.0
1668,Skoda,Rapid,2024,Diesel,Manual,770000.0,21.3,1800,4,12000.0
1669,Hyundai,i20,2022,Petrol,Manual,1910000.0,11.1,1500,7,12700.0
1670,Hyundai,Verna,2017,Petrol,Automatic,2450000.0,13.4,1000,4,12200.0
1671,Hyundai,i10,2023,CNG,Automatic,1870000.0,27.3,1200,4,8800.0
1672,Mahindra,Thar,2022,Electric,Automatic,1700000.0,28.8,1500,5,5200.0
1673,Volkswagen,Vento,2018,Electric,Manual,1900000.0,29.2,2500,5,14700.0
1674,Volkswagen,Tiguan,2020,Diesel,Manual,1980000.0,27.1,1800,5,22500.0
1675,Volkswagen,Polo,2018,CNG,Automatic,2340000.0,26.2,1500,4,24000.0
1676,Maruti Suzuki,Dzire,2018,Petrol,Manual,1890000.0,18.1,1000,7,8500.0
1677,Mahindra,Scorpio,2022,Diesel,Automatic,2820000.0,16.5,1200,5,6700.0
1678,Honda,Civic,2015,Petrol,Manual,1490000.0,28.2,1000,6,23300.0
1679,Honda,City,2018,CNG,Automatic,550000.0,13.2,1000,4,21200.0
1680,Kia,Seltos,2016,Petrol,Automatic,3470000.0,16.4,1500,7,10600.0
1681,Hyundai,Creta,2023,Electric,Manual,2280000.0,13.1,2000,4,16900.0
1682,Kia,Sonet,2023,CNG,Manual,3230000.0,27.1,1500,6,15000.0
1683,Skoda,Rapid,2024,CNG,Manual,2120000.0,13.2,1500,7,13600.0
1684,Renault,Triber,2020,Diesel,Manual,950000.0,11.1,1500,5,23500.0
1685,Volkswagen,Tiguan,2018,Petrol,Automatic,1100000.0,19.2,1500,4,21400.0
1686,Maruti Suzuki,Swift,2020,CNG,Manual,2930000.0,23.5,1800,6,23300.0
1687,Hyundai,Creta,2017,Diesel,Manual,510000.0,28.3,1800,6,18000.0
1688,Mahindra,Bolero,2024,Diesel,Automatic,2790000.0,11.4,2500,6,20100.0
1689,Maruti Suzuki,WagonR,2023,CNG,Manual,1670000.0,29.4,2000,5,15400.0
1690,Renault,Kiger,2015,Diesel,Manual,680000.0,23.3,800,5,11300.0
1691,Kia,Seltos,2017,Petrol,Manual,2450000.0,16.7,2000,5,17600.0
1692,Kia,EV6,2017,Electric,Manual,1420000.0,11.5,2000,5,6900.0
1693,Volkswagen,Taigun,2018,Petrol,Manual,1130000.0,11.5,1200,7,22300.0
1694,Mahindra,XUV700,2019,Diesel,Automatic,2800000.0,25.2,1200,6,6800.0
1695,Volkswagen,Virtus,2021,CNG,Manual,2460000.0,17.7,1200,5,8900.0
1696,Volkswagen,Taigun,2018,Petrol,Manual,2400000.0,25.6,2000,4,18900.0
1697,Renault,Kiger,2017,Diesel,Automatic,1950000.0,13.8,800,7,23000.0
1698,Maruti Suzuki,Ertiga,2024,CNG,Automatic,830000.0,20.9,1800,7,24500.0
1699,Hyundai,i10,2023,Diesel,Automatic,3410000.0,28.9,2000,7,7500.0
1700,Kia,Carens,2022,Electric,Manual,1890000.0,11.0,800,7,9000.0
1701,Hyundai,Verna,2023,CNG,Manual,3060000.0,17.5,1000,4,8200.0
1702,Hyundai,Venue,2020,Diesel,Automatic,650000.0,17.0,1500,5,7200.0
1703,Skoda,Octavia,2019,Diesel,Manual,2100000.0,22.3,1500,7,15000.0
1704,Maruti Suzuki,WagonR,2019,CNG,Automatic,1630000.0,10.1,1200,7,21200.0
1705,Volkswagen,Vento,2020,Diesel,Manual,3100000.0,16.8,1000,4,19900.0
1706,Maruti Suzuki,Ertiga,2024,CNG,Automatic,690000.0,13.7,1200,4,12700.0
1707,Tata Motors,Nexon,2018,Petrol,Automatic,3170000.0,10.4,2500,5,15200.0
1708,Tata Motors,Harrier,2016,Electric,Manual,2250000.0,23.1,800,7,16000.0
1709,Toyota,Urban Cruiser,2024,CNG,Manual,550000.0,28.6,1200,7,9900.0
1710,Toyota,Glanza,2023,Electric,Automatic,3280000.0,27.8,1800,7,7900.0
1711,Kia,Carens,2019,Diesel,Manual,760000.0,10.4,1500,5,8800.0
1712,Hyundai,Venue,2022,CNG,Automatic,2300000.0,29.8,2000,5,13700.0
